location,restaurant_name
MG Road,The Coffee Bean & Tea Leaf
CV Raman Nagar,Punjab Bistro
Old Airport Road,Burger Bite House
Ulsoor,BIB-Breakfast In The Box
Old Airport Road,Shanmukha
Indiranagar,Monkey Bar
Indiranagar,Ciclo Cafe
Indiranagar,The Humming Tree
Indiranagar,Jonah's
Indiranagar,Hangover
Indiranagar,Viceroy's Sarathi
Indiranagar,The Fatty Bao - Asian Gastro Bar
Indiranagar,Monkey Bar
Indiranagar,Dhaba - Estd 1986 Delhi
Indiranagar,BabaYaga's
Indiranagar,Jonah's
Indiranagar,Hangover
Indiranagar,Viceroy's Sarathi
Old Airport Road,20 Char - Sterlings MAC Hotel
Ulsoor,Carnival de Goa
Ulsoor,The Grill House
Jayanagar,Subz
Jayanagar,Fusion Theory
Jayanagar,Cable Car
Jayanagar,Chutney Chang
Jayanagar,Empire Restaurant
Jayanagar,Desi Rasoi
Jayanagar,Udupi Sri Krishna Cafe
Jayanagar,Samskruti - Sanman Gardenia
Jayanagar,The Yellow Chilli
Bannerghatta Road,Deja Vu Resto Bar
JP Nagar,Zaitoon
Banashankari,Jalsa
JP Nagar,Oye Amritsar
JP Nagar,Mandi
Jayanagar,Go Native
Jayanagar,Rooftop Cafe
Jayanagar,Cafe Ajfan
Jayanagar,Krazzy Folds
Jayanagar,The Blue Wagon - Kitchen
Jayanagar,The Airos
Jayanagar,Willys Top Cafe
Jayanagar,Restro Cafe
Jayanagar,Cafe Terra
Jayanagar,Cross Road Cafe
Jayanagar,Tummy Fuel
Jayanagar,Grazers
Jayanagar,Brews N Bites
Jayanagar,Mug N Bean
Jayanagar,Java City
Jayanagar,Cafe Coffee Day
Jayanagar,Chaai Resto
JP Nagar,Slate Cafe
Banashankari,Cafe Shuffle
JP Nagar,D View Cafe
JP Nagar,Crafted Plate
BTM,Ruh's Cafe
JP Nagar,Onesta
Bannerghatta Road,Smoor
JP Nagar,Pancuzzi
Banashankari,Cafe Vivacity
Bannerghatta Road,WAFL
BTM,Black Cup Cafe
JP Nagar,The Chocolate Room
Banashankari,Kirthi's Biryani
BTM,Bun Town
Basavanagudi,Cafe Mondo
BTM,On The Nose
BTM,Brewz Coffee
JP Nagar,Brew Point
BTM,Bakers Town
JP Nagar,The Cravery
Banashankari,Coffee Tindi
BTM,Insta Cafe
JP Nagar,Cafe Potpourri
BTM,Shake Tat Bottle
BTM,Cafe 221B
JP Nagar,Woodee Pizza
BTM,PHEW (Play Hard Eat Wild)
JP Nagar,Cafe Mist
BTM,eat.fit
BTM,Fish Chain
BTM,Swadista Aahar
BTM,Gogula's Sweets & Chats
BTM,Easy Bites
BTM,Hiyar Majhe Kolkata
BTM,Empire Restaurant
South Bangalore,FreshMenu
BTM,Fattoush
Koramangala 4th Block,The Paratha Company
BTM,Al-Bek
BTM,YummRajj
BTM,XO Belgian Waffle
BTM,Chettayees
Banashankari,Five Star Chicken
Koramangala 8th Block,Sri Ganesh Juice Junction
Koramangala 5th Block,Leon Grill
Bannerghatta Road,Box Magic
JP Nagar,Maa'r Rannaghor
BTM,CakeZone
Koramangala 6th Block,Khatta Meetha Teekha
Koramangala 8th Block,Sri Ganesh Juice Junction
BTM,New Tasty Cafeteria
Basavanagudi,Sri Guru Kottureshwara Davangere Benne Dosa
BTM,Capsicum Family Restaurant
BTM,Abhiruchi Hotel
BTM,Kannur Food Point
JP Nagar,BOX8- Desi Meals
Koramangala 5th Block,Wok Paper Scissors
BTM,Sri Lakshmi Dhaba
Koramangala 5th Block,Just Shawarma
JP Nagar,Cafe Potpourri
Jayanagar,Dr. Bubbles
BTM,Kullad Cafe
Bannerghatta Road,Antilla Aromas
BTM,Roti Wala
Basavanagudi,Energy Addaa
Basavanagudi,Dev Sagar - Food Street
BTM,Apna Punjab
BTM,Beijing Bites
Koramangala 5th Block,Subway
BTM,Kitchens@BTM
BTM,Punjabites
Koramangala 5th Block,Shanmukha
BTM,Kalingas
BTM,Biryani Pot
Koramangala 5th Block,Anand Sweets And Savouries
BTM,Muthashy's
JP Nagar,Chaatimes
Koramangala 5th Block,30 Square
JP Nagar,Bhukkhad Baba
Basavanagudi,Chinese Square
JP Nagar,Five Star Chicken
Basavanagudi,House Of Kebabs
Koramangala 5th Block,Madeena Hotel
Jayanagar,Corner House Ice Cream
BTM,Ilyazsab The House Of Chicken
BTM,Vegetarea
BTM,MRA
BTM,A2B - Adyar Ananda Bhavan
JP Nagar,Kolkata Kathi Rolls
Jayanagar,Mysuru Coffee Thindi
JP Nagar,Smoke-A-Pot
BTM,Royal Biryani Kitchen
Banashankari,Wamama
Koramangala 5th Block,Biryanis And More
Koramangala 5th Block,Namma Biriyani
BTM,Delight Food
Basavanagudi,Al Diwan Biryanis And More
Koramangala 7th Block,Burger King
Jayanagar,Kabab Magic
Koramangala 5th Block,99 Pancakes
JP Nagar,Shanthi Sagar
BTM,Dum Biryani Hub
BTM,Chicken Magic
Basavanagudi,Chinese Kitchen
Basavanagudi,Vijayalakshmi
JP Nagar,The Good Bowl
BTM,Swad Punjab Da
Banashankari,Smacznego
Basavanagudi,Lassi Corner
BTM,The Biriyani Pedia
Jayanagar,SL Vadapav
JP Nagar,Adithya
BTM,Night Biryani
JP Nagar,Paradise
BTM,Polar Bear
Jayanagar,Krispy Kreme
JP Nagar,Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©
JP Nagar,Le Arabia
BTM,Sri Vishnu Park
BTM,New Mahesh Friends Food Corner
BTM,Magix's Parattha Roll
BTM,KFC
Banashankari,Kababs N Biryani
Basavanagudi,Roti Ghar
BTM,Shaadi Ki Biryani
BTM,Savoury Restaurant
JP Nagar,Pizza Hut
Banashankari,Onesta
Jayanagar,Namma Brahmin's Idli
JP Nagar,Kolkata Famous Kati Roll
BTM,Ghee Biryanis
Koramangala 7th Block,Nutri Rich
BTM,Sri Punjabi Dhaba
Jayanagar,Keventers
BTM,Krishna Sagar
BTM,Ashirvaad Grand
BTM,Tandoori Paradise
JP Nagar,Cheesiano Pizza
JP Nagar,Cakewala
BTM,Hari Super Sandwich
Basavanagudi,Puliyogare Point
Jayanagar,Kedia's Fun Food
BTM,Chicken Corner
Bannerghatta Road,Burj Hotel
JP Nagar,Mojo Pizza - 2X Toppings
Jayanagar,Sri Udupi Food Hub
Koramangala 7th Block,Mad Over Donuts
BTM,Karama Restaurant
BTM,C. K. Mega Hot Food
BTM,The Shawarma Shop
BTM,Dadi's Dum Biryani
JP Nagar,Veg By Nature
BTM,Mahesh Friends Food Center
BTM,Pathaan Sir
BTM,OMG Biriyani
BTM,Juice Shop
BTM,Kanti Sweets
Bannerghatta Road,Biryani Nights
JP Nagar,Kabab Mehal
Koramangala 7th Block,Warm Oven
Koramangala 5th Block,Village Donne Biryani
Banashankari,Ovenstory Pizza
BTM,Indian Food
Bannerghatta Road,Chicken County Grand
Banashankari,Sweet Truth
JP Nagar,Prasiddhi Food Corner
Koramangala 5th Block,Noodle Panda
Bannerghatta Road,Galito's
Koramangala 6th Block,Delite Chaat House
Bannerghatta Road,Fresh Kitchen
Jayanagar,Chai Point
JP Nagar,Roll Over
Basavanagudi,Twiststick House
Jayanagar,Starlite Bakery & Fastfood
BTM,Yum In My Tum
Bannerghatta Road,Marwa Restaurant
Jayanagar,Wahab
Jayanagar,Grazers
BTM,Bathinda Tandoor
Koramangala 5th Block,Thalassery Restaurant
Koramangala 5th Block,Sree Krishna Kafe
BTM,Amontron
BTM,Chokha Chowka
Jayanagar,Patio 805
Koramangala 7th Block,Eagles Pizza
Koramangala 7th Block,ONE IN A MELON
BTM,Afghani Tandoori Hub
Koramangala 7th Block,Barbeque Station
Koramangala 5th Block,Dosa Plaza
Banashankari,Juicy Momos
Jayanagar,Upahara Darshini
Jayanagar,Bangalore Agarwal Bhavan
Basavanagudi,Just Thindi
Koramangala 5th Block,Tarbouche
Jayanagar,Tummy Fuel
JP Nagar,Zaitoon
JP Nagar,Paani Kum Chai
JP Nagar,Taaza Mithai
BTM,Dabba Gosht
Banashankari,Firangi Bake
JP Nagar,Swathi Restaurant
Banashankari,Vinny's
Koramangala 5th Block,Beer Adda
Koramangala 5th Block,Brownie Heaven
JP Nagar,Lassi Shop
BTM,Ambur Star Briyani
JP Nagar,Stories
JP Nagar,Nati Palace
BTM,Indiana Burgers
BTM,Hyderabadi Biryani Hub
Koramangala 7th Block,Tibetan Mother's Kitchen
Bannerghatta Road,Kundana
BTM,Tarbouche
Koramangala 6th Block,Stoned Monkey
Koramangala 5th Block,Tall Blonde French
JP Nagar,Jaganath Hotel and Restaurant
Kumaraswamy Layout,Tanna's Kitchen
Jayanagar,Bombay Talkies
Basavanagudi,HOT COFFEE
Jayanagar,Cake Chemistry
Basavanagudi,Goli Vada Pav No. 1
BTM,Odissi Restaurant
Koramangala 5th Block,WTF
Jayanagar,Rustic Stove
Koramangala 7th Block,Tata Cha
JP Nagar,Samosa Singh
Kumaraswamy Layout,Cafe Zone
BTM,Poha House
Jayanagar,Sri Sai 99 Variety Dosa
Koramangala 5th Block,Makers of Milkshakes
JP Nagar,Mealer.in
BTM,Adyar Ananda Bhavan - Sweets
Koramangala 5th Block,Smally's Resto Cafe
Koramangala 7th Block,Keto Kitchen
Bannerghatta Road,Cold Stone Creamery
BTM,Kannoor Restaurant
Kumaraswamy Layout,Donne Biryani & Kabab Corner
BTM,RB Food Point
Koramangala 7th Block,Tenzin Kitchen
Bannerghatta Road,Maggi N Maggi House
Banashankari,Shawarma Inc
Jayanagar,Protein Grillhouse
Koramangala 8th Block,Shree Durgamba Juice Centre
Koramangala 5th Block,Chai Street
Koramangala 5th Block,Tibetan Kitchen
Koramangala 5th Block,The Milkshake Theory
Basavanagudi,Diabetics Dezire Sugarless Sweets and Bakes
Jayanagar,Sandwichwallas
BTM,Gorbandh
Jayanagar,Shakes Theory
Koramangala 7th Block,Axomi - Taste of Assam
BTM,Shagun Sweets & Foods
JP Nagar,Bhojohori Manna
BTM,Darshan Paradise Restaurant
BTM,Pin Me Down
Shanti Nagar,Swathi Deluxe Restaurant
Bannerghatta Road,Taco Bell
Jayanagar,Ishta Cafe
JP Nagar,Bikaner Jn
JP Nagar,Slate Cafe
Koramangala 5th Block,Stoner
Koramangala 5th Block,Nuts Over Salads Cafe
BTM,Cafe Alchemist
Koramangala 5th Block,Barbeque Delight
Koramangala 5th Block,The Waffles Hut
Banashankari,Chilli Flakes
Jayanagar,Chetty's Corner
Basavanagudi,Cake Ghar
Bannerghatta Road,Bhavani Chats
Koramangala 5th Block,Tapri By The Corner
BTM,Dwaraka Krishna
BTM,Lassi Darbar
Bannerghatta Road,Agarwal Food Service
Koramangala 7th Block,Koramangala Social
Koramangala 5th Block,Roundup Cafe
Kumaraswamy Layout,Snacks Bite
BTM,AlienSip
Jayanagar,The Belgian Waffle Co.
Jayanagar,Mystique Palate
JP Nagar,Brewsky
Jayanagar,Cake Paradise
Koramangala 5th Block,Belgian Waffle Factory
JP Nagar,SR Choco Station
Koramangala 5th Block,McDonald's
Jayanagar,UP Style North Indian Food
Koramangala 7th Block,Healthie
BTM,Ahmed's Little Hut
Banashankari,Namma Biryani
Basavanagudi,Cool Corner
Jayanagar,Wat-a-Burger!
BTM,Anda Ka Funda
BTM,Waffle Head
Basavanagudi,Right Pizza
Koramangala 5th Block,WAFL Co
Basavanagudi,Sri Sai Cafe
Basavanagudi,Cake Yard
BTM,Classic Shop
BTM,Awesome Foods
JP Nagar,Grills & Rolls
BTM,Manchu Cafe
Jayanagar,Tiwari's
JP Nagar,Oogway Express
BTM,Rajveena Kitchen
Bannerghatta Road,FRYBIES
BTM,Food And You
Koramangala 5th Block,Momo Blues
BTM,Laddoos
Jayanagar,Iyengar Bakery
BTM,Lassi Berg
Jayanagar,All Aromas
Basavanagudi,Inchara Restaurant
Jayanagar,Vakulaa Veg Restaurant
Koramangala 7th Block,Sweet Chariot
JP Nagar,Artinci Artisanal Ice Cream
BTM,Daniyal's
JP Nagar,Banashankari Nati Style
BTM,Pappu Chaiwalla
BTM,Fujian Express
Banashankari,Ande Ka Funda
BTM,Malabar Bay
Kumaraswamy Layout,Mr. Singh Da Dhaba
Basavanagudi,Old Mumbai Ice Cream
Koramangala 5th Block,Lassi Corner
Koramangala 7th Block,Bombay Sandwich Company
Jayanagar,Eurasia Pasta and Barbeque by Little Italy
Koramangala 5th Block,Fresh Pressery Cafe
BTM,Boston Barista - Kappayum Curriyum
BTM,Turkish Shawarma
Koramangala 5th Block,Krem
BTM,Kairali
Kumaraswamy Layout,Donne Biriyani combos
Koramangala 5th Block,Bamey's Restro Cafe
Basavanagudi,Swadd Kitchen
Jayanagar,Canton
Jayanagar,Pure & Natural
Bannerghatta Road,Cravy Wings
Banashankari,Dakshin Grand
Jayanagar,The Samosa Co
Banashankari,Frozen Bottle
BTM,WOW! Momo
Bannerghatta Road,Soup Station
Koramangala 7th Block,Friend's Cafe
Koramangala 5th Block,Smoke de Burger
Koramangala 5th Block,The Paramount Hotel
Koramangala 8th Block,Ambur Biryani
JP Nagar,Pancuzzi
BTM,El Salver
JP Nagar,Biryani Miya
BTM,Public Khana
Basavanagudi,Asha Sweets Centre
Kumaraswamy Layout,Nandhanu's Rasoi
JP Nagar,Pizza Stop
JP Nagar,Roll Wala
BTM,Chef Delicacies
Jayanagar,Sandwich Hub
Jayanagar,Ambur Star Dum Biryani
Koramangala 7th Block,Paisa Vasool
BTM,AM's Cafe Recreate
Jayanagar,Fanoos Xprss
Jayanagar,Khan Saheb Grills and Rolls
Bannerghatta Road,Kuttanad
BTM,Sher-E-Punjab
BTM,Slurpy Shakes
BTM,Hotel Godavari
Koramangala 5th Block,Chai Galli
Jayanagar,Bhavani Chats N Juice
Koramangala 7th Block,YumYumDilli
BTM,Delhi Biryani Cafe
BTM,Faasos
Banashankari,Chumma Delicious
Koramangala 5th Block,Chai Makhani
Jayanagar,LIT Gastro Pub
Koramangala 5th Block,1722 Urban Bistro
JP Nagar,Bake Addiction
Koramangala 5th Block,Cream Chemistry
Jayanagar,Cocoa Bakes
BTM,Masale Daan
Koramangala 7th Block,Cupcake Bliss
Jayanagar,Go Native
Koramangala 7th Block,Smoor
Koramangala 8th Block,Blue Tokai Coffee Roasters
Koramangala 5th Block,Rafees Biryani
Bannerghatta Road,WAFL
Koramangala 5th Block,Juice Junction
Jayanagar,Rooftop Cafe
Koramangala 6th Block,Waikiki740
Koramangala 5th Block,Cream Stone
BTM,Ice Cafe & Lassi Shop
Koramangala 7th Block,Gam's Delicacy
Banashankari,San Churro Cafe
JP Nagar,Dosa Bazaar
JP Nagar,The Egg Factory
BTM,Punjabi Swag
Jayanagar,Sukh Sagar
Basavanagudi,Steaming Mugs
BTM,Rock Stone Ice Cream Factory
BTM,Bakers Town
Koramangala 7th Block,Thalis Of India
BTM,The Food Cottage
JP Nagar,Behrouz Biryani
Koramangala 7th Block,Toscano
Koramangala 7th Block,Toscano
Koramangala 5th Block,Gelato Italiano
Basavanagudi,Juice Junction Food Court
JP Nagar,Zeeshan
Jayanagar,Big Mishra Pedha
BTM,Sai Abhiruchi
Basavanagudi,Mulabagilu Dosa
Basavanagudi,South Cool Point
BTM,Bun Town
BTM,Dev's Gugababa
Koramangala 5th Block,The House Of Paratha
Koramangala 7th Block,Meat And Eat
Basavanagudi,S M V Snacks Corner
JP Nagar,Kaizen Wellness Kitchen
BTM,Natural Mumbai Kulfi
JP Nagar,Dhabeliwala
BTM,World Of Asia
Jayanagar,Kaapi Kendra
Banashankari,Cafe Coffee Day
BTM,LayerBite
Jayanagar,Ice Cream Works
JP Nagar,Sri Rajasthani Foods
Jayanagar,Sandwich Mama's And Frozen Monster
Koramangala 5th Block,Brooks and Bonds Brewery
Bannerghatta Road,Kolkata Famous Kati Rolls
Koramangala 5th Block,Hatti Kaapi
HSR,Yo! Thali
Jayanagar,Rajathadri Food Fort
Koramangala 8th Block,Hungerbreak 24x7
Banashankari,Penthouse Cafe
Koramangala 5th Block,Karahi Kitchen
BTM,Kolkata Famous Katti Rolls
BTM,Indian Paratha Factory
BTM,The Bong Palate
Basavanagudi,Lalbagh Grand
Banashankari,Udupi Upachar
JP Nagar,More Pizza
Koramangala 7th Block,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©
Jayanagar,Baskin Robbins
Koramangala 5th Block,The Shawarma Inc
Koramangala 5th Block,1000 B.C
Koramangala 5th Block,YORK St.
Koramangala 5th Block,Ulavacharu
Bannerghatta Road,Burrito Boys
Jayanagar,Magic Meals
Banashankari,Cafe Shuffle
Banashankari,Tandoori Knight
JP Nagar,The Coastal Crew by Fujian on 24th
Basavanagudi,Shreyas Upahar & Burger Point
JP Nagar,The little Kitchen
Koramangala 5th Block,Peace Restaurant
BTM,The Cake Lair
Jayanagar,Bubblewrap Waffle Co.
Koramangala 5th Block,Cafe Graffiters
Jayanagar,Waffle Stories
BTM,Grillopia
BTM,Bottle Genie
JP Nagar,Two Friends Cauldron
Jayanagar,Cross Road Cafe
Bannerghatta Road,Kalpavruksha
Koramangala 5th Block,Lazeez
BTM,Falooda Cafe
BTM,Sri Krishna Kitchen
BTM,Domino's Pizza
Jayanagar,SLV Ragigudda
Koramangala 5th Block,Coffee Tea & More
Koramangala 5th Block,Shaap
JP Nagar,Crumb Together
Koramangala 3rd Block,Sangam Sweets
Koramangala 5th Block,What's In A Name
Basavanagudi,Kolkata King
Kumaraswamy Layout,North Rasoe
BTM,RK Fresh Food
Banashankari,Ruchi's Corner
BTM,Sri Sapana Dhaba
JP Nagar,Naati Manae
Wilson Garden,Hotel Empark
JP Nagar,Mr. Meetharam
Koramangala,Hunger Hitman
BTM,Krishna Vaibhava
JP Nagar,The Chocolate Room
Jayanagar,Navami
BTM,Speedbreaker
BTM,Nadan Thattukada
Koramangala 7th Block,Smokey Tribe Restaurant
Banashankari,Ibaco
Basavanagudi,Shringar Sweets & Snacks
Banashankari,Utsav Restaurant
Kumaraswamy Layout,Tandoori Bytes
BTM,Biggies Burger 'n' More
Basavanagudi,Havmor
Bannerghatta Road,Khana Khazana
Banashankari,The Pizzeria
Koramangala 7th Block,Aalishan Restaurant & Caterer
Jayanagar,Karavali Family Restaurant
BTM,Garden Fresh
Basavanagudi,Little Cafe
Koramangala 5th Block,Aami Bangali
BTM,Trippy Paradise
BTM,Tempteys
BTM,The Arabian Nights
Basavanagudi,Bangarpet Chat Express
Jayanagar,Salut
Bannerghatta Road,Angel Restaurant
Koramangala 7th Block,Bangaliana
BTM,Ghee Biryani House
BTM,The London Shakes
Basavanagudi,Aadhya Hotel
Koramangala 5th Block,Desipun
Basavanagudi,Sri Krishna Sweets
Jayanagar,Thyme & Whisk
JP Nagar,City Cafe
BTM,Snack Knack
BTM,Sri Nandi Grand
Jayanagar,Shake It Off
BTM,Xpress Chai
Jayanagar,Cafe Ajfan
BTM,Dessi Cuppa
Banashankari,Kettle & Kegs
BTM,Fillers
BTM,Thanco's Natural Ice Cream
JP Nagar,The Foodyz
Basavanagudi,Curry Leaves
JP Nagar,I Cool
BTM,Udupi Thaja Thindi
JP Nagar,Paratha Plaza
BTM,Miss Momo
Basavanagudi,Cane-O-La
Banashankari,Ruchis Point
JP Nagar,Funky Punjab
BTM,Mudpipe Cafe
JP Nagar,Alif Restaurant
Koramangala 5th Block,Black Deer
South Bangalore,Supreme Biryani
Jayanagar,Chai Kraft
JP Nagar,Lassi Shop
Koramangala 5th Block,Crawl Street
Koramangala 5th Block,Fava Bistro
Koramangala 5th Block,Chaska Bun
Basavanagudi,Udupi Grand
Kumaraswamy Layout,Dwaraka Grand
JP Nagar,Y Not Restaurant
Jayanagar,The Krishna Grand Xpress
Koramangala 5th Block,Tunday Kababi
Koramangala 5th Block,The Marash
Koramangala 5th Block,Karachi Bakery
BTM,On The Nose
Jayanagar,City Durbar
JP Nagar,World of Waffles
Koramangala 7th Block,Punjab Bistro
Jayanagar,Ilyazsab Shawarma Cafe
JP Nagar,Woodee Pizza
Koramangala 3rd Block,Sagar Fast Food
Jayanagar,Just Bunny
Jayanagar,Chinese House
Jayanagar,Ragoo's
BTM,Desi Dhaba
BTM,KKR Foodies
JP Nagar,Udupi Upachar
JP Nagar,Me And My Cake
JP Nagar,Eat & Joy Restaurant
Koramangala 7th Block,World In A Bowl
Koramangala 5th Block,Drunkling - Sizzlers and Pub
BTM,Body Temple
BTM,Samosa Express
Jayanagar,Udupi Sri Krishna Cafe
Koramangala 7th Block,InnerChef
Koramangala 7th Block,Maria's Goan Kitchen
Basavanagudi,The Chaat Shop
BTM,Only Sharjah
Jayanagar,J K Fish Land
Basavanagudi,Shri Vinayaka Ice N Juice
JP Nagar,Vinaya Cafe
Koramangala 5th Block,Cakes & Candles
BTM,Prawn Crunch
BTM,Taste Of Kolkata
JP Nagar,Watson's
Banashankari,Kirthi's Biryani
BTM,Indori Chatorey
Jayanagar,Brew Meister
BTM,Drunken Monkey
BTM,Call A Cake
Koramangala 5th Block,The Chai Stop
Jayanagar,Healthy Bakes 'n' Brew
Koramangala 8th Block,Maa Durga Fast Food
Koramangala 7th Block,Yummy Biryani
Koramangala 6th Block,Shanthi Sagar
Jayanagar,Bombay Kulfi
BTM,Graffitea
Koramangala 7th Block,Begin with us....Tea Time Cafe
Basavanagudi,Cafe Mondo
JP Nagar,Mockaholic Restro Beer Cafe
Jayanagar,SGS Non Veg - Gundu Pulav
BTM,Panther Cafe
JP Nagar,Crafted Plate
Wilson Garden,3 Spice
Jayanagar,Donne Biriyani House
BTM,Calorie Express
Koramangala 7th Block,Smoke - The Sizzler House
Jayanagar,Paratha Junction
BTM,Ruh's Cafe
Koramangala 7th Block,YumYumSouth
BTM,Ammus Hot N Cool
BTM,Vyanjan
JP Nagar,Brew Point
BTM,Hang10 Resto N Cafe
Koramangala 3rd Block,Mr. Beans - Home Cafe
Banashankari,Waffle-A-Go Go
Jayanagar,Mug N Bean
Jayanagar,Jalaram Sweets
BTM,Sri Sankara Cafe
JP Nagar,Chung Wah Opus
Koramangala 5th Block,Cafe Medley
JP Nagar,Marenahalli Donne Biriyani
Jayanagar,Bakers77
Jayanagar,Chai Culture
Koramangala 5th Block,Sonar Bangala
JP Nagar,Kulkarni's New Uttara Karnataka Food Speciality Stores
BTM,Biryani Magic
Koramangala 4th Block,Foody's Lane
Kumaraswamy Layout,In Time Cane Juice
BTM,Petoo
BTM,Chatter Platter
BTM,Chilld Monk
BTM,The Hungers Zone
Jayanagar,Pappu Da Dhaba
JP Nagar,24/7 Food Service
Banashankari,360 Atoms Restaurant And Cafe
Koramangala 5th Block,Bathinda Junction
Kumaraswamy Layout,Paratha Merchant
BTM,Black Cup Cafe
Banashankari,Hyderabad Express
JP Nagar,Caffe Pascucci
JP Nagar,Namma Banashankari Donne Biryani
Koramangala 7th Block,Dilli in a Box
Jayanagar,Pop Hop
BTM,Hunger2Eat
BTM,Chillout
BTM,High n Hungry
Banashankari,Sri Yaksha Shiv Sagar
Koramangala 5th Block,Meghana Foods
Koramangala 8th Block,Milk N Shakes
JP Nagar,Narayany Pure Veg
Koramangala 7th Block,INDULGE by InnerChef
JP Nagar,Aramane Donne Briyani
BTM,Litti Twist
Jayanagar,Nandhi Andhra Style Family Restaurant
BTM,Smoothie Hub
BTM,Andhra Kitchen
Jayanagar,New Udupi Upahar
JP Nagar,Pizza Paradise
JP Nagar,Mahek Pizza
BTM,Tandoor Merchant
Jayanagar,Ramji Chaiwale
Koramangala 5th Block,Taj Darbar
Koramangala 5th Block,The Monalisa Restaurant
Jayanagar,Tangra Indo - Chinese Cuisine
JP Nagar,1441 Pizzeria
Basavanagudi,New Chickpete Donne Biryani
Jayanagar,The Airos
BTM,Refills Eatery And Beverages
Jayanagar,Mr. Parathewala
BTM,Just Chill
JP Nagar,Woody's
BTM,Momo Jojo
Koramangala 5th Block,Cafe D'hide
Banashankari,Sea Spice by 7 Star
Banashankari,Rasoi
BTM,Andhra Bhojanam
Jayanagar,Maiyas
JP Nagar,Mirch Masala
Koramangala 5th Block,Meenu Oota Da Maane
Koramangala 5th Block,Potato Bae
Basavanagudi,Mumbai Badam Milk & Lassi Center
BTM,Alankrutha
Basavanagudi,South Point Pub
Bannerghatta Road,Cookie Man
JP Nagar,New Mogul Empire
Basavanagudi,Gokul Veg
Jayanagar,AM WOW
Koramangala 6th Block,China Bowl
Koramangala 6th Block,Bawarchi Biryani
Jayanagar,Hotel Smile
Koramangala 2nd Block,Tangerine - Davanam Sarovar Portico Suites
Koramangala 8th Block,Mountain Spice
BTM,David's Kitchen
Jayanagar,Prems Graama Bhojanam
BTM,Sai Mango Tree
Jayanagar,Fudge
BTM,Nandanam Family Restaurant
JP Nagar,Mumbai Kulfi
BTM,Taste Of Malabar
JP Nagar,Chaitanya Cafe
Koramangala 7th Block,Calicut Durbar
HSR,Navya Foods
Hosur Road,Mayur
BTM,HOTEL VKM
Banashankari,Szechuan Dragon
Banashankari,Cafe Vivacity
JP Nagar,Eat Repeat Express
Basavanagudi,Iceberg Icecreams
BTM,Mecaf Family Restaurant
Basavanagudi,By 2 Coffee
BTM,Juice 99
Koramangala 6th Block,Fiero! Pizzeria
BTM,Aramane Donne Biriyani
Jayanagar,Chocoberry
Koramangala 5th Block,Little Lucknow
BTM,Omleterian
Jayanagar,Java City
BTM,Khan's Biryani
BTM,Zaitoon Lassi Cafe
Koramangala 7th Block,Laziz Pizza
Banashankari,Coffee Tindi
Jayanagar,Quench The Juice Lounge
BTM,New South Corner
Koramangala 7th Block,Cafe Noir
Jayanagar,Euki
JP Nagar,Chicken Man
Jayanagar,The Grillo
Marathahalli,PK Dhaba
Banashankari,Mini Punjabi Dhaba
Jayanagar,SSV Upahar
Jayanagar,Kalpavriksha Upahara
Koramangala 7th Block,Daawat Restaurant Bar & Pub
Koramangala 5th Block,Bistro Oui
JP Nagar,Churchill's
JP Nagar,The Jade Kitchen
Jayanagar,Anand Donne Biriyani
JP Nagar,Andhra Ruchulu
Jayanagar,Shree Udupi Grand
Koramangala 7th Block,BelgYum
JP Nagar,Juice Junction
Koramangala 5th Block,Burger Lounge
JP Nagar,Vidya Cafe
Koramangala 5th Block,Mani's Dum Biryani
Banashankari,Davanagere Benne Dose Hut
Jayanagar,Rajanna Military Hotel
BTM,PHEW (Play Hard Eat Wild)
Koramangala 5th Block,Uday Sweets
Bannerghatta Road,New Royal Treat
BTM,Hum Biryani
BTM,New Punjabi Hotel
Koramangala 8th Block,TRIGEREATO
Bannerghatta Road,Shuddh Desi Khana
Basavanagudi,Baisakhi
Koramangala 5th Block,7 Plates
BTM,Eatery Have U Been
Koramangala 7th Block,Haagen Dazs
Jayanagar,The Blue Wagon - Kitchen
JP Nagar,Amritsari Kulcha Land
Jayanagar,Nammura Donne Biryani
BTM,Tasty Jigarthanda
Kumaraswamy Layout,Ivy
Basavanagudi,Sri Krishna Darshini
BTM,Biriyani Bhatti
Koramangala 7th Block,Lot Like Crepes
BTM,Chefie
BTM,New Friends
Koramangala 5th Block,Flavour of Himalaya
BTM,Funky Punjab
Koramangala 7th Block,Harry's Bar + Cafe
BTM,Funky Punjab
BTM,Gyani Da Punjabi Dhaba
JP Nagar,Favourite Restaurant
JP Nagar,Gowdru Mane Oota
Koramangala 5th Block,Kinpeetos
South Bangalore,Bhaijaan Barbeques
Koramangala 7th Block,Hotel Parampare
Basavanagudi,Rajastani Rasoi
Koramangala 5th Block,Hyderabad Biryaani House
Bannerghatta Road,Cakeport
BTM,Caramel Shake
Koramangala 5th Block,FNP Cakes N More
BTM,Birinz
Wilson Garden,Sahana's (Nati Style)
Banashankari,Srikrishna Bhavan
Jayanagar,De Thaali
Koramangala 7th Block,Arya Hungry?
JP Nagar,Ice Land
BTM,Freeze It
Jayanagar,Ice Stone Creamery
